Domain,Area,Item,Item Code (CPC),Year,Area_Harvested_in_Hectares,Yield_Value in kg/ha,Producing Animals/Slaughtered_Value,Laying_Value,Yield/Carcass Weight_Value,Milk Animals_Value,Production in Hectares
Crops and livestock products,Lithuania,"Pig fat, rendered",21521.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,2160.9
Crops and livestock products,Lithuania,"Pig fat, rendered",21521.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,2060.32
Crops and livestock products,Lithuania,"Pig fat, rendered",21521.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,1908.35
Crops and livestock products,Lithuania,Plums and sloes,1346.0,2019,740.0,635.1,0.0,0.0,0.0,0.0,470.0
Crops and livestock products,Lithuania,Plums and sloes,1346.0,2020,750.0,706.7,0.0,0.0,0.0,0.0,530.0
Crops and livestock products,Lithuania,Plums and sloes,1346.0,2021,740.0,594.6,0.0,0.0,0.0,0.0,440.0
Crops and livestock products,Lithuania,Plums and sloes,1346.0,2022,730.0,1137.0,0.0,0.0,0.0,0.0,830.0
Crops and livestock products,Lithuania,Plums and sloes,1346.0,2023,540.0,1203.7,0.0,0.0,0.0,0.0,650.0
Crops and livestock products,Lithuania,Potatoes,1510.0,2019,18220.0,18099.9,0.0,0.0,0.0,0.0,329780.0
Crops and livestock products,Lithuania,Potatoes,1510.0,2020,18870.0,15725.5,0.0,0.0,0.0,0.0,296740.0
Crops and livestock products,Lithuania,Potatoes,1510.0,2021,15330.0,13056.8,0.0,0.0,0.0,0.0,200160.0
Crops and livestock products,Lithuania,Potatoes,1510.0,2022,15180.0,14915.7,0.0,0.0,0.0,0.0,226420.0
Crops and livestock products,Lithuania,Potatoes,1510.0,2023,14730.0,18148.7,0.0,0.0,0.0,0.0,267330.0
Crops and livestock products,Lithuania,"Pumpkins, squash and gourds",1235.0,2019,420.0,5023.8,0.0,0.0,0.0,0.0,2110.0
Crops and livestock products,Lithuania,"Pumpkins, squash and gourds",1235.0,2020,880.0,5147.7,0.0,0.0,0.0,0.0,4530.0
Crops and livestock products,Lithuania,"Pumpkins, squash and gourds",1235.0,2021,1100.0,5427.3,0.0,0.0,0.0,0.0,5970.0
Crops and livestock products,Lithuania,"Pumpkins, squash and gourds",1235.0,2022,1790.0,4117.3,0.0,0.0,0.0,0.0,7370.0
Crops and livestock products,Lithuania,"Pumpkins, squash and gourds",1235.0,2023,1550.0,7406.5,0.0,0.0,0.0,0.0,11480.0
Crops and livestock products,Lithuania,Rape or colza seed,1443.0,2019,241700.0,2865.0,0.0,0.0,0.0,0.0,692480.0
Crops and livestock products,Lithuania,Rape or colza seed,1443.0,2020,283560.0,3429.1,0.0,0.0,0.0,0.0,972360.0
Crops and livestock products,Lithuania,Rape or colza seed,1443.0,2021,310480.0,2928.9,0.0,0.0,0.0,0.0,909360.0
Crops and livestock products,Lithuania,Rape or colza seed,1443.0,2022,348420.0,2585.8,0.0,0.0,0.0,0.0,900950.0
Crops and livestock products,Lithuania,Rape or colza seed,1443.0,2023,304940.0,2687.3,0.0,0.0,0.0,0.0,819460.0
Crops and livestock products,Lithuania,"Rapeseed or canola oil, crude",21641.01,2019,0.0,0.0,0.0,0.0,0.0,0.0,103300.0
Crops and livestock products,Lithuania,"Rapeseed or canola oil, crude",21641.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,103700.0
Crops and livestock products,Lithuania,"Rapeseed or canola oil, crude",21641.01,2021,0.0,0.0,0.0,0.0,0.0,0.0,90500.0
Crops and livestock products,Lithuania,"Rapeseed or canola oil, crude",21641.01,2022,0.0,0.0,0.0,0.0,0.0,0.0,84200.0
Crops and livestock products,Lithuania,Raspberries,1353.01,2019,1430.0,741.3,0.0,0.0,0.0,0.0,1060.0
Crops and livestock products,Lithuania,Raspberries,1353.01,2020,1420.0,901.4,0.0,0.0,0.0,0.0,1280.0
Crops and livestock products,Lithuania,Raspberries,1353.01,2021,1300.0,1046.2,0.0,0.0,0.0,0.0,1360.0
Crops and livestock products,Lithuania,Raspberries,1353.01,2022,1230.0,1008.1,0.0,0.0,0.0,0.0,1240.0
Crops and livestock products,Lithuania,Raspberries,1353.01,2023,1110.0,1306.3,0.0,0.0,0.0,0.0,1450.0
Crops and livestock products,Lithuania,Raw cane or beet sugar (centrifugal only),2351.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,160000.0
Crops and livestock products,Lithuania,Raw cane or beet sugar (centrifugal only),2351.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,153195.03
Crops and livestock products,Lithuania,Raw cane or beet sugar (centrifugal only),2351.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,149713.32
Crops and livestock products,Lithuania,Raw cane or beet sugar (centrifugal only),2351.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,142749.91
Crops and livestock products,Lithuania,Raw milk of cattle,2211.0,2019,0.0,64235.0,0.0,0.0,0.0,240900.0,1547430.0
Crops and livestock products,Lithuania,Raw milk of cattle,2211.0,2020,0.0,63890.0,0.0,0.0,0.0,232900.0,1488000.0
Crops and livestock products,Lithuania,Raw milk of cattle,2211.0,2021,0.0,65421.0,0.0,0.0,0.0,225200.0,1473280.0
Crops and livestock products,Lithuania,Raw milk of cattle,2211.0,2022,0.0,67696.0,0.0,0.0,0.0,224180.0,1517610.0
Crops and livestock products,Lithuania,Raw milk of cattle,2211.0,2023,0.0,69361.0,0.0,0.0,0.0,211980.0,1470320.0
Crops and livestock products,Lithuania,Raw milk of goats,2292.0,2019,0.0,4033.0,0.0,0.0,0.0,9200.0,3710.0
Crops and livestock products,Lithuania,Raw milk of goats,2292.0,2020,0.0,4124.0,0.0,0.0,0.0,8900.0,3670.0
Crops and livestock products,Lithuania,Raw milk of goats,2292.0,2021,0.0,4149.0,0.0,0.0,0.0,8700.0,3610.0
Crops and livestock products,Lithuania,Raw milk of goats,2292.0,2022,0.0,4904.0,0.0,0.0,0.0,8830.0,4330.0
Crops and livestock products,Lithuania,Raw milk of goats,2292.0,2023,0.0,2749.0,0.0,0.0,0.0,9640.0,2650.0
Crops and livestock products,Lithuania,Rye,116.0,2019,41120.0,2627.9,0.0,0.0,0.0,0.0,108060.0
Crops and livestock products,Lithuania,Rye,116.0,2020,36960.0,2977.8,0.0,0.0,0.0,0.0,110060.0
Crops and livestock products,Lithuania,Rye,116.0,2021,26110.0,2430.9,0.0,0.0,0.0,0.0,63470.0
Crops and livestock products,Lithuania,Rye,116.0,2022,29470.0,2412.3,0.0,0.0,0.0,0.0,71090.0
Crops and livestock products,Lithuania,Rye,116.0,2023,28090.0,2359.6,0.0,0.0,0.0,0.0,66280.0
Crops and livestock products,Lithuania,Skim milk and whey powder,22212.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,30000.0
Crops and livestock products,Lithuania,Skim milk and whey powder,22212.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,27000.0
Crops and livestock products,Lithuania,Skim milk and whey powder,22212.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,16900.0
Crops and livestock products,Lithuania,Skim milk and whey powder,22212.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,25260.0
Crops and livestock products,Lithuania,Skim milk of cows,22110.02,2019,0.0,0.0,0.0,0.0,0.0,0.0,557670.3
Crops and livestock products,Lithuania,Skim milk of cows,22110.02,2020,0.0,0.0,0.0,0.0,0.0,0.0,603780.26
Crops and livestock products,Lithuania,Skim milk of cows,22110.02,2021,0.0,0.0,0.0,0.0,0.0,0.0,424736.41
Crops and livestock products,Lithuania,Skim milk of cows,22110.02,2022,0.0,0.0,0.0,0.0,0.0,0.0,502053.37
Crops and livestock products,Lithuania,Sour cherries,1344.01,2019,750.0,560.0,0.0,0.0,0.0,0.0,420.0
Crops and livestock products,Lithuania,Sour cherries,1344.01,2020,760.0,802.6,0.0,0.0,0.0,0.0,610.0
Crops and livestock products,Lithuania,Sour cherries,1344.01,2021,740.0,500.0,0.0,0.0,0.0,0.0,370.0
Crops and livestock products,Lithuania,Sour cherries,1344.01,2022,730.0,863.0,0.0,0.0,0.0,0.0,630.0
Crops and livestock products,Lithuania,Sour cherries,1344.01,2023,540.0,240.7,0.0,0.0,0.0,0.0,130.0
Crops and livestock products,Lithuania,Soya bean oil,2161.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,700.0
Crops and livestock products,Lithuania,Soya bean oil,2161.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,800.0
Crops and livestock products,Lithuania,Soya bean oil,2161.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,700.0
Crops and livestock products,Lithuania,Soya bean oil,2161.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Crops and livestock products,Lithuania,Soya beans,141.0,2019,1820.0,1269.2,0.0,0.0,0.0,0.0,2310.0
Crops and livestock products,Lithuania,Soya beans,141.0,2020,2070.0,1236.7,0.0,0.0,0.0,0.0,2560.0
Crops and livestock products,Lithuania,Soya beans,141.0,2021,1540.0,1448.1,0.0,0.0,0.0,0.0,2230.0
Crops and livestock products,Lithuania,Soya beans,141.0,2022,2040.0,1122.5,0.0,0.0,0.0,0.0,2290.0
Crops and livestock products,Lithuania,Soya beans,141.0,2023,1230.0,1390.2,0.0,0.0,0.0,0.0,1710.0
Crops and livestock products,Lithuania,Spinach,1215.0,2019,150.0,3933.3,0.0,0.0,0.0,0.0,590.0
Crops and livestock products,Lithuania,Spinach,1215.0,2020,100.0,5700.0,0.0,0.0,0.0,0.0,570.0
Crops and livestock products,Lithuania,Spinach,1215.0,2021,40.0,15000.0,0.0,0.0,0.0,0.0,600.0
Crops and livestock products,Lithuania,Spinach,1215.0,2022,40.0,15000.0,0.0,0.0,0.0,0.0,600.0
Crops and livestock products,Lithuania,Spinach,1215.0,2023,20.0,8000.0,0.0,0.0,0.0,0.0,160.0
Crops and livestock products,Lithuania,Strawberries,1354.0,2019,880.0,2431.8,0.0,0.0,0.0,0.0,2140.0
Crops and livestock products,Lithuania,Strawberries,1354.0,2020,940.0,3638.3,0.0,0.0,0.0,0.0,3420.0
Crops and livestock products,Lithuania,Strawberries,1354.0,2021,870.0,3172.4,0.0,0.0,0.0,0.0,2760.0
Crops and livestock products,Lithuania,Strawberries,1354.0,2022,780.0,3089.7,0.0,0.0,0.0,0.0,2410.0
Crops and livestock products,Lithuania,Strawberries,1354.0,2023,790.0,2645.6,0.0,0.0,0.0,0.0,2090.0
Crops and livestock products,Lithuania,Sugar beet,1801.0,2019,14120.0,70935.6,0.0,0.0,0.0,0.0,1001610.0
Crops and livestock products,Lithuania,Sugar beet,1801.0,2020,13990.0,67797.0,0.0,0.0,0.0,0.0,948480.0
Crops and livestock products,Lithuania,Sugar beet,1801.0,2021,14680.0,58342.6,0.0,0.0,0.0,0.0,856470.0
Crops and livestock products,Lithuania,Sugar beet,1801.0,2022,11650.0,62494.4,0.0,0.0,0.0,0.0,728060.0
Crops and livestock products,Lithuania,Sugar beet,1801.0,2023,14420.0,72206.0,0.0,0.0,0.0,0.0,1041210.0
Crops and livestock products,Lithuania,Tallow,21523.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,4100.0
Crops and livestock products,Lithuania,Tallow,21523.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
Crops and livestock products,Lithuania,Tallow,21523.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,3800.0
Crops and livestock products,Lithuania,Tallow,21523.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,3700.0
Crops and livestock products,Lithuania,Tomatoes,1234.0,2019,560.0,20910.7,0.0,0.0,0.0,0.0,11710.0
Crops and livestock products,Lithuania,Tomatoes,1234.0,2020,680.0,17102.9,0.0,0.0,0.0,0.0,11630.0
Crops and livestock products,Lithuania,Tomatoes,1234.0,2021,720.0,19375.0,0.0,0.0,0.0,0.0,13950.0
Crops and livestock products,Lithuania,Tomatoes,1234.0,2022,720.0,25763.9,0.0,0.0,0.0,0.0,18550.0
Crops and livestock products,Lithuania,Tomatoes,1234.0,2023,500.0,16280.0,0.0,0.0,0.0,0.0,8140.0
Crops and livestock products,Lithuania,Triticale,1191.0,2019,105410.0,3292.2,0.0,0.0,0.0,0.0,347030.0
Crops and livestock products,Lithuania,Triticale,1191.0,2020,115070.0,3799.9,0.0,0.0,0.0,0.0,437260.0
Crops and livestock products,Lithuania,Triticale,1191.0,2021,74510.0,2766.3,0.0,0.0,0.0,0.0,206120.0
Crops and livestock products,Lithuania,Triticale,1191.0,2022,63100.0,3241.8,0.0,0.0,0.0,0.0,204560.0
Crops and livestock products,Lithuania,Triticale,1191.0,2023,67220.0,3085.2,0.0,0.0,0.0,0.0,207390.0
Crops and livestock products,Lithuania,"True hemp, raw or retted",1929.02,2019,6000.0,1633.3,0.0,0.0,0.0,0.0,9800.0
Crops and livestock products,Lithuania,"True hemp, raw or retted",1929.02,2020,2250.0,1075.6,0.0,0.0,0.0,0.0,2420.0
Crops and livestock products,Lithuania,"True hemp, raw or retted",1929.02,2021,870.0,2069.0,0.0,0.0,0.0,0.0,1800.0
Crops and livestock products,Lithuania,"True hemp, raw or retted",1929.02,2022,580.0,2327.6,0.0,0.0,0.0,0.0,1350.0
Crops and livestock products,Lithuania,"True hemp, raw or retted",1929.02,2023,930.0,2677.4,0.0,0.0,0.0,0.0,2490.0
Crops and livestock products,Lithuania,"Walnuts, in shell",1376.0,2021,270.0,518.5,0.0,0.0,0.0,0.0,140.0
Crops and livestock products,Lithuania,"Walnuts, in shell",1376.0,2022,300.0,433.3,0.0,0.0,0.0,0.0,130.0
Crops and livestock products,Lithuania,"Walnuts, in shell",1376.0,2023,460.0,347.8,0.0,0.0,0.0,0.0,160.0
Crops and livestock products,Lithuania,Wheat,111.0,2019,895760.0,4291.2,0.0,0.0,0.0,0.0,3843850.0
Crops and livestock products,Lithuania,Wheat,111.0,2020,893510.0,5393.1,0.0,0.0,0.0,0.0,4818750.0
Crops and livestock products,Lithuania,Wheat,111.0,2021,944170.0,4500.1,0.0,0.0,0.0,0.0,4248850.0
Crops and livestock products,Lithuania,Wheat,111.0,2022,946720.0,4735.0,0.0,0.0,0.0,0.0,4482760.0
Crops and livestock products,Lithuania,Wheat,111.0,2023,940290.0,4738.3,0.0,0.0,0.0,0.0,4455390.0
Crops and livestock products,Lithuania,"Whey, condensed",22130.03,2019,0.0,0.0,0.0,0.0,0.0,0.0,417.86
Crops and livestock products,Lithuania,"Whey, condensed",22130.03,2020,0.0,0.0,0.0,0.0,0.0,0.0,386.68
Crops and livestock products,Lithuania,"Whey, condensed",22130.03,2021,0.0,0.0,0.0,0.0,0.0,0.0,531.75
Crops and livestock products,Lithuania,"Whey, condensed",22130.03,2022,0.0,0.0,0.0,0.0,0.0,0.0,485.34
Crops and livestock products,Lithuania,"Whey, dry",22130.02,2019,0.0,0.0,0.0,0.0,0.0,0.0,32600.0
Crops and livestock products,Lithuania,"Whey, dry",22130.02,2020,0.0,0.0,0.0,0.0,0.0,0.0,34750.0
Crops and livestock products,Lithuania,"Whey, dry",22130.02,2021,0.0,0.0,0.0,0.0,0.0,0.0,37120.0
Crops and livestock products,Lithuania,"Whey, dry",22130.02,2022,0.0,0.0,0.0,0.0,0.0,0.0,32000.0
Crops and livestock products,Lithuania,Whole milk powder,22211.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,20474.16
Crops and livestock products,Lithuania,Whole milk powder,22211.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,21234.77
Crops and livestock products,Lithuania,Whole milk powder,22211.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,6254.49
Crops and livestock products,Lithuania,Whole milk powder,22211.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,11276.08
Crops and livestock products,Lithuania,"Whole milk, condensed",22222.01,2019,0.0,0.0,0.0,0.0,0.0,0.0,2577.17
Crops and livestock products,Lithuania,"Whole milk, condensed",22222.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,2672.91
Crops and livestock products,Lithuania,"Whole milk, condensed",22222.01,2021,0.0,0.0,0.0,0.0,0.0,0.0,4000.0
Crops and livestock products,Lithuania,"Whole milk, condensed",22222.01,2022,0.0,0.0,0.0,0.0,0.0,0.0,4800.0
Crops and livestock products,Lithuania,"Whole milk, evaporated",22221.01,2019,0.0,0.0,0.0,0.0,0.0,0.0,2000.0
Crops and livestock products,Lithuania,"Whole milk, evaporated",22221.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,3000.0
Crops and livestock products,Lithuania,"Whole milk, evaporated",22221.01,2021,0.0,0.0,0.0,0.0,0.0,0.0,507.84
Crops and livestock products,Lithuania,"Whole milk, evaporated",22221.01,2022,0.0,0.0,0.0,0.0,0.0,0.0,549.35
Crops and livestock products,Lithuania,Wine,24212.02,2019,0.0,0.0,0.0,0.0,0.0,0.0,4529.0
Crops and livestock products,Lithuania,Wine,24212.02,2020,0.0,0.0,0.0,0.0,0.0,0.0,3288.47
Crops and livestock products,Lithuania,Wine,24212.02,2021,0.0,0.0,0.0,0.0,0.0,0.0,4143.28
Crops and livestock products,Lithuania,Wine,24212.02,2022,0.0,0.0,0.0,0.0,0.0,0.0,4266.49
Crops and livestock products,Lithuania,Yoghurt,22230.01,2019,0.0,0.0,0.0,0.0,0.0,0.0,59480.0
Crops and livestock products,Lithuania,Yoghurt,22230.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,60650.0
Crops and livestock products,Lithuania,Yoghurt,22230.01,2021,0.0,0.0,0.0,0.0,0.0,0.0,61060.0
Crops and livestock products,Lithuania,Yoghurt,22230.01,2022,0.0,0.0,0.0,0.0,0.0,0.0,58350.0
Crops and livestock products,Luxembourg,Apples,1341.0,2019,270.0,7148.1,0.0,0.0,0.0,0.0,1930.0
Crops and livestock products,Luxembourg,Apples,1341.0,2020,80.0,17250.0,0.0,0.0,0.0,0.0,1380.0
Crops and livestock products,Luxembourg,Apples,1341.0,2021,100.0,10100.0,0.0,0.0,0.0,0.0,1010.0
Crops and livestock products,Luxembourg,Apples,1341.0,2022,100.0,13800.0,0.0,0.0,0.0,0.0,1380.0
Crops and livestock products,Luxembourg,Apples,1341.0,2023,100.0,9900.0,0.0,0.0,0.0,0.0,990.0
Crops and livestock products,Luxembourg,Asparagus,1211.0,2019,10.0,4000.0,0.0,0.0,0.0,0.0,40.0
Crops and livestock products,Luxembourg,Asparagus,1211.0,2020,20.0,3000.0,0.0,0.0,0.0,0.0,60.0
Crops and livestock products,Luxembourg,Asparagus,1211.0,2021,20.0,2500.0,0.0,0.0,0.0,0.0,50.0
Crops and livestock products,Luxembourg,Asparagus,1211.0,2022,20.0,3500.0,0.0,0.0,0.0,0.0,70.0
Crops and livestock products,Luxembourg,Asparagus,1211.0,2023,20.0,6000.0,0.0,0.0,0.0,0.0,120.0
Crops and livestock products,Luxembourg,Barley,115.0,2019,6060.0,5948.8,0.0,0.0,0.0,0.0,36050.0
Crops and livestock products,Luxembourg,Barley,115.0,2020,6000.0,5503.3,0.0,0.0,0.0,0.0,33020.0
Crops and livestock products,Luxembourg,Barley,115.0,2021,5310.0,5468.9,0.0,0.0,0.0,0.0,29040.0
Crops and livestock products,Luxembourg,Barley,115.0,2022,6090.0,6160.9,0.0,0.0,0.0,0.0,37520.0
Crops and livestock products,Luxembourg,Barley,115.0,2023,5760.0,5378.5,0.0,0.0,0.0,0.0,30980.0
Crops and livestock products,Luxembourg,"Beer of barley, malted",24310.01,2019,0.0,0.0,0.0,0.0,0.0,0.0,28900.0
Crops and livestock products,Luxembourg,"Beer of barley, malted",24310.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,20100.0
Crops and livestock products,Luxembourg,"Beer of barley, malted",24310.01,2021,0.0,0.0,0.0,0.0,0.0,0.0,22500.0
Crops and livestock products,Luxembourg,"Beer of barley, malted",24310.01,2022,0.0,0.0,0.0,0.0,0.0,0.0,27900.0
Crops and livestock products,Luxembourg,"Broad beans and horse beans, dry",1702.0,2019,70.0,2142.9,0.0,0.0,0.0,0.0,150.0
Crops and livestock products,Luxembourg,"Broad beans and horse beans, dry",1702.0,2020,40.0,4250.0,0.0,0.0,0.0,0.0,170.0
Crops and livestock products,Luxembourg,"Broad beans and horse beans, dry",1702.0,2021,40.0,2250.0,0.0,0.0,0.0,0.0,90.0
Crops and livestock products,Luxembourg,"Broad beans and horse beans, dry",1702.0,2022,70.0,2714.3,0.0,0.0,0.0,0.0,190.0
Crops and livestock products,Luxembourg,"Broad beans and horse beans, dry",1702.0,2023,40.0,2000.0,0.0,0.0,0.0,0.0,80.0
Crops and livestock products,Luxembourg,Butter of cow milk,22241.01,2019,0.0,0.0,0.0,0.0,0.0,0.0,999.12
Crops and livestock products,Luxembourg,Butter of cow milk,22241.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,625.6
Crops and livestock products,Luxembourg,Butter of cow milk,22241.01,2021,0.0,0.0,0.0,0.0,0.0,0.0,508.3
Crops and livestock products,Luxembourg,Butter of cow milk,22241.01,2022,0.0,0.0,0.0,0.0,0.0,0.0,493.35
Crops and livestock products,Luxembourg,Cabbages,1212.0,2019,10.0,87000.0,0.0,0.0,0.0,0.0,870.0
Crops and livestock products,Luxembourg,Cabbages,1212.0,2020,10.0,51000.0,0.0,0.0,0.0,0.0,510.0
Crops and livestock products,Luxembourg,Cabbages,1212.0,2021,20.0,33000.0,0.0,0.0,0.0,0.0,660.0
Crops and livestock products,Luxembourg,Cabbages,1212.0,2022,30.0,26333.3,0.0,0.0,0.0,0.0,790.0
Crops and livestock products,Luxembourg,Cabbages,1212.0,2023,30.0,50333.3,0.0,0.0,0.0,0.0,1510.0
Crops and livestock products,Luxembourg,Carrots and turnips,1251.0,2019,30.0,21000.0,0.0,0.0,0.0,0.0,630.0
Crops and livestock products,Luxembourg,Carrots and turnips,1251.0,2020,30.0,36000.0,0.0,0.0,0.0,0.0,1080.0
Crops and livestock products,Luxembourg,Carrots and turnips,1251.0,2021,30.0,40666.7,0.0,0.0,0.0,0.0,1220.0
Crops and livestock products,Luxembourg,Carrots and turnips,1251.0,2022,40.0,36750.0,0.0,0.0,0.0,0.0,1470.0
Crops and livestock products,Luxembourg,Carrots and turnips,1251.0,2023,30.0,43666.7,0.0,0.0,0.0,0.0,1310.0
Crops and livestock products,Luxembourg,Cauliflowers and broccoli,1213.0,2019,10.0,9000.0,0.0,0.0,0.0,0.0,90.0
Crops and livestock products,Luxembourg,Cauliflowers and broccoli,1213.0,2020,10.0,9000.0,0.0,0.0,0.0,0.0,90.0
Crops and livestock products,Luxembourg,Cauliflowers and broccoli,1213.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Crops and livestock products,Luxembourg,Cauliflowers and broccoli,1213.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Crops and livestock products,Luxembourg,Cauliflowers and broccoli,1213.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,70.0
Crops and livestock products,Luxembourg,Cereals n.e.c.,1199.9,2019,140.0,5357.1,0.0,0.0,0.0,0.0,750.0
Crops and livestock products,Luxembourg,Cereals n.e.c.,1199.9,2020,50.0,6000.0,0.0,0.0,0.0,0.0,300.0
Crops and livestock products,Luxembourg,Cereals n.e.c.,1199.9,2021,60.0,3500.0,0.0,0.0,0.0,0.0,210.0
Crops and livestock products,Luxembourg,Cereals n.e.c.,1199.9,2022,70.0,5142.9,0.0,0.0,0.0,0.0,360.0
Crops and livestock products,Luxembourg,Cereals n.e.c.,1199.9,2023,90.0,5444.4,0.0,0.0,0.0,0.0,490.0
Crops and livestock products,Luxembourg,Cherries,1344.02,2019,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Crops and livestock products,Luxembourg,Cherries,1344.02,2020,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Crops and livestock products,Luxembourg,Cherries,1344.02,2021,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Crops and livestock products,Luxembourg,Cherries,1344.02,2022,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Crops and livestock products,Luxembourg,Cherries,1344.02,2023,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Crops and livestock products,Luxembourg,"Cream, fresh",22120.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,1603.8
Crops and livestock products,Luxembourg,"Cream, fresh",22120.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,5400.0
Crops and livestock products,Luxembourg,"Cream, fresh",22120.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,8032.5
Crops and livestock products,Luxembourg,"Cream, fresh",22120.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,6014.25
Crops and livestock products,Luxembourg,Cucumbers and gherkins,1232.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Crops and livestock products,Luxembourg,Cucumbers and gherkins,1232.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Crops and livestock products,Luxembourg,Cucumbers and gherkins,1232.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Crops and livestock products,Luxembourg,Cucumbers and gherkins,1232.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Crops and livestock products,Luxembourg,Cucumbers and gherkins,1232.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Crops and livestock products,Luxembourg,Currants,1351.01,2020,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Crops and livestock products,Luxembourg,Grapes,1330.0,2019,1240.0,8193.5,0.0,0.0,0.0,0.0,10160.0
Crops and livestock products,Luxembourg,Grapes,1330.0,2020,1240.0,10443.5,0.0,0.0,0.0,0.0,12950.0
Crops and livestock products,Luxembourg,Grapes,1330.0,2021,1230.0,10861.8,0.0,0.0,0.0,0.0,13360.0
Crops and livestock products,Luxembourg,Grapes,1330.0,2022,1220.0,9680.3,0.0,0.0,0.0,0.0,11810.0
Crops and livestock products,Luxembourg,Grapes,1330.0,2023,1220.0,8918.0,0.0,0.0,0.0,0.0,10880.0
Crops and livestock products,Luxembourg,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",23913.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,33.6
Crops and livestock products,Luxembourg,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",23913.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,33.6
Crops and livestock products,Luxembourg,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",23913.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,30.9
Crops and livestock products,Luxembourg,"Hen eggs in shell, fresh",231.0,2019,0.0,190364.0,0.0,117.0,0.0,0.0,34894.0
Crops and livestock products,Luxembourg,"Hen eggs in shell, fresh",231.0,2020,0.0,188823.0,0.0,116.0,0.0,0.0,36034.0
Crops and livestock products,Luxembourg,"Hen eggs in shell, fresh",231.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,37472.6
Crops and livestock products,Luxembourg,"Hen eggs in shell, fresh",231.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,2496.0
Crops and livestock products,Luxembourg,"Horse meat, fresh or chilled",21118.01,2019,0.0,0.0,4.0,0.0,2500.0,0.0,1.0
Crops and livestock products,Luxembourg,"Horse meat, fresh or chilled",21118.01,2020,0.0,0.0,8.0,0.0,2500.0,0.0,2.0
Crops and livestock products,Luxembourg,"Horse meat, fresh or chilled",21118.01,2021,0.0,0.0,5.0,0.0,2800.0,0.0,1.4
Crops and livestock products,Luxembourg,Leeks and other alliaceous vegetables,1254.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Crops and livestock products,Luxembourg,Leeks and other alliaceous vegetables,1254.0,2020,10.0,2000.0,0.0,0.0,0.0,0.0,20.0
